id,section,source_id,domain,difficulty,question,paragraph,choice_A,choice_B,choice_C,choice_D,correct_answer,explanation,visual_type
b062ab26-21f7-422c-bf20-69f0b564d178,English,random_id_a12,Expression of Ideas,Medium,"In this passage, the metaphor is used to","The author uses several rhetorical devices to convey the central idea of the passage. One such device is the use of metaphor. The author compares the speaker’s feelings to a natural phenomenon, suggesting that the speaker’s emotions are as vast and powerful as nature itself. What is the most likely reason why the writer uses the metaphor?",create a sense of intimacy and connection with the reader.,describe the speaker’s feelings and experiences.,emphasize the importance of the speaker’s message.,suggest that the speaker is addressing a large audience.,C,"The metaphor is used to emphasize the importance of the speaker's message. By comparing the speaker's feelings to nature, the author suggests that the speaker's emotions are powerful and significant. This makes the reader pay more attention to the speaker's words and helps the reader understand the weight of the speaker's message.",
e7187618-52b8-4be4-869d-6fc9bfbdeb52,English,random_id_a5,Information and Ideas,Medium,The author emphasizes that,"The author emphasizes the importance of respecting individual experiences by noting that ""there are many ways to be."" This statement suggests that people should not be categorized by their cultural backgrounds or societal roles. Instead, they should be appreciated for their unique qualities and perspectives. The author also points out that ""we are all connected."" This suggests that everyone has a role to play in society, and that we are all interconnected through our shared humanity. What is the main point of the passage?",society should be organized around shared values and traditions.,individual differences are more important than shared experiences.,individual experiences should be respected and appreciated.,people should focus on their own individual journeys.,C,"The passage highlights the importance of respecting individual experiences and appreciating people for their unique qualities. This is shown by the phrase ""there are many ways to be."" The passage also suggests that we are all interconnected through our shared humanity, highlighting the importance of recognizing our shared experiences. This is emphasized by the phrase ""we are all connected.""",
dfcde52b-5235-4fcb-9757-a6a9066b18b6,English,2835734f,Standard English Conventions,Hard,Which choice corrects the error in the underlined portion of the sentence? ,"The artist’s work was part of a larger movement in painting that emerged in the 1960s and 1970s, which emphasized the use of bright, bold colors, as well as simple, geometric shapes. That movement can be seen in the work of a number of artists, including artists from the United States and Europe. The movement was popular in the 1960s and 1970s but faded in popularity by the early 1980s. Many artists who emerged from the movement have gone on to create different types of work. Although, the movement has had a lasting impact on the world of art.",Although the movement has had a lasting impact on the world of art.,Although; the movement has had a lasting impact on the world of art.,"Although the movement, has had a lasting impact on the world of art.","Although, the movement, has had a lasting impact on the world of art.",A,"The word ""Although"" is a conjunctive adverb that needs to be followed by a comma. Therefore, the correct answer is ""Although the movement has had a lasting impact on the world of art.""",
5fb2225a-7179-4b9d-b368-55494df0fd03,English,random_id_c7,Standard English Conventions,Easy,Which of the following is the most likely reason why the author uses a lot of imagery and metaphors to describe the young girl’s internal conflict?,"The story is told from the perspective of a young girl who is struggling to understand her parents' separation. She feels like she's being pulled in two directions, wanting to be with both of her parents but also feeling like she has to choose one over the other. The author uses a lot of imagery and metaphors to describe this internal conflict, which makes the story more relatable to readers.",To create a sense of realism and authenticity in the story.,To make the story more visually appealing.,To help readers better understand the emotional turmoil the young girl is experiencing.,To emphasize the importance of the young girl’s point of view.,C,The use of imagery and metaphors helps to create a vivid picture of the young girl’s emotional state and make the reader feel what she is feeling. This makes the story more relatable to readers.,
12365c74-1401-47fe-9940-376e8d34f786,English,f54c918d,Craft and Structure,Medium,"In this passage, the word ""you"" is used to","The most obvious sign that the speaker is speaking directly to the reader is the use of the word ""you."" There are other elements of the passage that may help to make the speaker seem more immediate and personal. The speaker refers to events and places that are familiar to the reader, and the speaker uses a conversational tone throughout the passage. What is the most likely reason why the writer uses the word ""you""?",create a sense of intimacy and connection with the reader.,describe the speaker’s feelings and experiences.,emphasize the importance of the speaker’s message.,suggest that the speaker is addressing a large audience.,A,"The speaker is addressing the reader directly by using the word ""you."" This creates a sense of intimacy and connection with the reader, which can help the reader feel more engaged with the message.",
085429a5-4df1-4273-a3b7-15375ea8fb56,English,random_id_c6,Standard English Conventions,Medium,"In this passage, the word ""however"" is used to","A recent study by the American Medical Association found that many patients are hesitant to use telemedicine, or remote medical care, because of concerns about privacy and the quality of care.  However, patients who have used telemedicine reported higher satisfaction rates and more positive experiences than those who have not. What is the most likely reason why the writer uses the word ""however""?",introduce an argument that contradicts the previous statement.,provide additional evidence to support the previous statement.,emphasize the importance of the previous statement.,clarify the meaning of the previous statement.,A,"The word ""however"" introduces an argument that contradicts the previous statement.  The previous statement says that many patients are hesitant to use telemedicine. The sentence that follows ""however"" states that patients who have used telemedicine reported higher satisfaction rates and more positive experiences than those who have not. This signals a contrast between the two statements, making ""however"" the most logical transition.",
1a504bcf-6bf7-48a1-8eca-d624bbbe2420,English,random_id_3,Craft and Structure,Hard,The author’s use of vivid detail serves to,"The author describes the event in vivid detail.  They describe the actions, the weather, the thoughts of the characters and the surroundings.  They write in such a way that the reader can almost imagine being there.  Why does the author write this way? ",provide a clear and concise summary of the event.,highlight the importance of the event.,create a sense of immediacy and realism.,emphasize the emotional impact of the event.,C,The author's use of vivid detail helps to make the event seem more real and immediate to the reader.  This is a common technique in writing to draw the reader in and make the story more engaging.,
c2dde78c-1d8e-43f7-8332-68f1155e4e1f,English,6f4c918d,Craft and Structure,Medium,"In this passage, the word ""you"" is used to","The most obvious sign that the speaker is speaking directly to the reader is the use of the word ""you."" There are other elements of the passage that may help to make the speaker seem more immediate and personal. The speaker refers to events and places that are familiar to the reader, and the speaker uses a conversational tone throughout the passage. What is the most likely reason why the writer uses the word ""you""?",create a sense of intimacy and connection with the reader.,describe the speaker’s feelings and experiences.,emphasize the importance of the speaker’s message.,suggest that the speaker is addressing a large audience.,A,"The speaker is addressing the reader directly by using the word ""you."" This creates a sense of intimacy and connection with the reader, which can help the reader feel more engaged with the message.",
3ceb6e8d-4450-4e13-b139-c8988c87046a,English,f912357d,Information and Ideas,Medium,The most important point that the author makes about the *Giganotosaurus* discovery is that it,"The author argues that the recent discovery of a new species of dinosaur in the Gobi Desert, the *Giganotosaurus*, has changed the way scientists think about dinosaur evolution. Scientists had previously thought that all large theropods were related to the species *Tyrannosaurus rex*, which lived in North America. However, the discovery of the *Giganotosaurus*, which lived in South America, suggests that large theropods evolved independently in different parts of the world. ""This new discovery means that scientists have to rethink their understanding of dinosaur evolution,"" said Dr.  Smith, a paleontologist at the University of California, Berkeley.  What is the most important point that the author makes about the *Giganotosaurus* discovery?",proves that large theropods evolved in South America.,challenges the long-held belief that all large theropods were related to *Tyrannosaurus rex*.,provides new information about the evolution of dinosaurs.,demonstrates the importance of the Gobi Desert for dinosaur research.,B,"The author's main point is that the *Giganotosaurus* discovery challenges the previously held belief that all large theropods were related to *Tyrannosaurus rex*. The author emphasizes this point by quoting Dr. Smith, a paleontologist, who states that scientists have to “rethink their understanding of dinosaur evolution” because of the *Giganotosaurus* discovery. Choices A, C, and D are incorrect because while they are true statements about the *Giganotosaurus* discovery, they aren’t the most important point the author makes about it.",
ce36d3d6-00e7-42c0-bfde-daa5a5abbfdf,English,random_id_a1,Standard English Conventions,Medium,Which choice best combines the sentences at the underlined portion so that it conforms to the conventions of Standard English?,"The first time that the United States successfully launched a rocket into space was in 1958. That event, which some historians consider the start of the space race, was a major turning point in human history.","That event, some historians consider the start of the space race, was a major turning point in human history.","That event, which some historians consider the start of the space race, was a major turning point in human history.","That event some historians consider the start of the space race, was a major turning point in human history.","That event, some historians consider the start of the space race, was a major turning point in human history.",B,"Choice B is the best answer because it correctly combines the two sentences using a relative clause introduced by ""which."" This relative clause correctly modifies the noun phrase ""That event"" by providing additional information about it. The other choices are incorrect because they fail to use the correct punctuation or grammatical structure.",
63172dfa-51ff-4e06-9bc1-4d6730fc71d8,English,random_id_e9,Standard English Conventions,Easy,"Which choice correctly punctuates the following sentence?  The large, red ball bounced across the room until it hit the wall and stopped.",,"The large, red ball bounced across the room, until it hit the wall, and stopped.","The large, red ball bounced across the room, until it hit the wall and stopped.","The large, red ball bounced across the room until it hit the wall and stopped.","The large, red ball bounced across the room until it hit the wall; and stopped.",C,"The sentence is a complex sentence, and the comma correctly separates the independent clause from the dependent clause. The comma is not needed after 'wall' because the dependent clause is essential to the meaning of the sentence.",
b1be90a1-5021-40c3-b907-fe475e21a341,English,random_id_c9,Craft and Structure,Easy,"In this passage, the author likely organizes the essay in this way to","The essay begins by discussing the importance of the local food movement. The essay then goes on to describe the challenges that local farmers face. Finally, the essay concludes by offering a solution to the problem of food security in the United States. What is the most likely reason why the writer organizes the essay in this way?",show the complexity of the food security issue.,"introduce the problem, discuss its causes, and offer a solution.",provide a personal reflection on the author's experiences with food security.,argue for the importance of local farmers.,B,"The author introduces the issue of food security, then discusses the challenges that local farmers face. Finally, the author offers a solution to the problem. This is a common way to organize essays, and it helps to make the argument clear and concise.",
99b8567d-4ca8-4ea1-806f-8157692b148c,English,334283e6,Craft and Structure,Medium,"The phrase ""now"" is used to","The author begins by explaining that the speaker has ""always"" been aware of the power of words to evoke emotions and memories.  She then describes a moment in the past, focusing on the speaker’s use of words to recall a specific memory.  The author uses the word ""now"" to connect the past and the present, suggesting that the speaker’s awareness of the power of words is still very much alive.  What is the most likely reason the author uses the phrase ""now"" to connect the past and present?",describe the way the speaker uses words to evoke emotions and memories.,emphasize the contrast between the speaker’s past and present.,show how the speaker’s awareness of the power of words has changed over time.,suggest that the speaker’s awareness of the power of words is still present.,D,"The author uses the word ""now"" to highlight the idea that the speaker’s awareness of the power of words is still present in the present, even though the speaker is recalling a memory from the past.",
3db787cb-0b25-4a78-bdd4-37291a9f9a0f,English,e4962f22,Standard English Conventions,Hard,Which choice best combines the sentences at the underlined portion so that it conforms to the conventions of Standard English?,"The company’s new marketing campaign was a success, increasing sales by 20 percent, and boosting brand awareness. The team was thrilled with the results, noting that the campaign had been carefully planned and executed. Their success was due in part to their use of social media, which allowed them to reach a wider audience.","increasing sales by 20 percent, and boosting brand awareness and the team was thrilled with the results, noting that the campaign had been carefully planned and executed.","increasing sales by 20 percent and boosting brand awareness; the team was thrilled with the results, noting that the campaign had been carefully planned and executed.","increasing sales by 20 percent, boosting brand awareness, and the team was thrilled with the results, noting that the campaign had been carefully planned and executed.","increasing sales by 20 percent; boosting brand awareness, and the team was thrilled with the results, noting that the campaign had been carefully planned and executed.",C,"The most effective way to combine the sentences is to use a comma after ""awareness"" and a comma after ""results"" to separate the two independent clauses. This creates a grammatically correct sentence with a smooth flow of information. Choice A is incorrect because it creates a run-on sentence. Choice B is incorrect because it uses a semicolon to separate two closely related independent clauses, which is not the correct punctuation. Choice D is incorrect because it uses a semicolon to separate two closely related independent clauses, which is not the correct punctuation.",
bc21b2b4-349a-48ff-abee-933c4e09fd96,English,d849a726,Standard English Conventions,Medium,"The artist’s sculptures, which are made of materials that _____, are best viewed in person to truly appreciate the intricate textures, shapes, and colors.","The writer is trying to emphasize that the artist's work is not purely visual, but that it also incorporates a sense of sound. To accomplish this, the writer includes a description of the artwork’s visual elements and then compares them to a sense of sound. Which choice best completes the text to conform to the conventions of standard English?",have a tactile quality,are tactile in quality,possess a tactile quality,tactile in quality,C,"The most logical and grammatically correct way to complete this sentence is to use the phrase ""possess a tactile quality."" This phrase effectively emphasizes the sculptures' textural qualities.",
a2d4b616-78a2-42b7-b380-a8fd8070013a,English,25ffb25d,Information and Ideas,Easy,What is the main idea of this passage?,"The author suggests that the development of the smartphone has changed how people connect with each other. In the past, people relied on personal interactions to build connections. However, the smartphone has allowed people to connect with each other in ways that were not possible before. As a result, the author argues, the smartphone has created new opportunities for people to build connections.  According to the author, what has changed how people connect with each other?",The author is suggesting that the smartphone is a negative force that has changed how people connect with each other.,The author is arguing that the smartphone has made it easier for people to connect with each other.,The author is arguing that the smartphone has made it more difficult for people to connect with each other.,The author is suggesting that the smartphone has changed how people connect with each other in ways that were not possible before.,D,"The main idea of this passage is that the smartphone has changed how people connect with each other in ways that were not possible before. The author discusses how people used to connect with each other through personal interactions, but now they can connect with each other in new ways through the use of the smartphone. The author suggests that the smartphone has created new opportunities for people to build connections.",
60bc7162-1c77-4462-8b2b-bda861c3a0b9,English,random_id_a3,Information and Ideas,Hard,The author of the passage is primarily concerned with the,"The main idea of the passage is that while some people may see the use of technology in the classroom as a way to make education more engaging and interactive, there are also potential drawbacks that must be considered.  The author notes that the use of technology can be disruptive and can also lead to a decrease in student engagement.  What is the author's main point?",benefits of using technology in the classroom.,importance of having a balance between technology and traditional methods of teaching.,need to ensure that students are prepared for the technological world.,potential drawbacks of using technology in the classroom.,D,"The author focuses on the potential drawbacks of using technology in the classroom, such as its disruptive nature and its potential to decrease student engagement.  This is the main idea of the passage.",
14bbbfbd-5e16-43d1-b687-733c46f62bfa,English,random_id_c5,Standard English Conventions,Medium,"In this passage, the word ""you"" is used to","The most obvious sign that the speaker is speaking directly to the reader is the use of the word ""you."" There are other elements of the passage that may help to make the speaker seem more immediate and personal. The speaker refers to events and places that are familiar to the reader, and the speaker uses a conversational tone throughout the passage. What is the most likely reason why the writer uses the word ""you""?",create a sense of intimacy and connection with the reader.,describe the speaker’s feelings and experiences.,emphasize the importance of the speaker’s message.,suggest that the speaker is addressing a large audience.,A,"The speaker is addressing the reader directly by using the word ""you."" This creates a sense of intimacy and connection with the reader, which can help the reader feel more engaged with the message.",
7bc3b114-5582-4046-8603-c0104ba2ce91,English,c72d79e2,Standard English Conventions,Medium,The comma in the first sentence is used to,"The first sentence in this paragraph is a complex sentence, meaning that it contains a dependent clause and an independent clause.  The independent clause is the part that could stand on its own as a complete sentence.  The dependent clause is the part that cannot stand on its own as a complete sentence.  In this case, the dependent clause is ""when the weather turns cold.""   What is the most likely reason for the use of a comma in the first sentence?",separate the subject of the independent clause from the verb of the independent clause.,separate the dependent clause from the independent clause.,separate the subject of the dependent clause from the verb of the dependent clause.,separate the verb of the independent clause from the direct object of the independent clause.,B,A comma is used to separate the dependent clause from the independent clause in a complex sentence.,
0071c15f-0eeb-4e87-8d36-931d38a81fd4,English,random_id_c5,Information and Ideas,Medium,What is the main idea of this passage?,"The author’s main argument in this essay is that the study of history is more than simply remembering past events. History is a vital tool for understanding current social issues, as well as for shaping a better future. The author uses examples of historical events and figures to illustrate this point. For instance, the author points to the Civil Rights Movement as an example of how understanding the past can help us to address the challenges of the present. The author also argues that by studying history, we can learn from the mistakes of the past and avoid repeating them. This suggests that history is not just about the past, but also about the present and the future.",The study of history is essential for understanding current social issues.,History is a vital tool for shaping a better future.,"By studying history, we can learn from the mistakes of the past.",All of the above,D,"The passage makes several points about the importance of studying history. The author argues that history is important for understanding present social issues, as well as for shaping a better future. Additionally, the author suggests that by studying history, we can learn from the mistakes of the past. Therefore, the correct answer is ""All of the above.""",
7a02de06-da8c-4c56-af93-3ffedf77e275,English,781c312d,Standard English Conventions,Medium,The rhetorical questions in this passage function primarily to,The author’s use of rhetorical questions in the passage helps to make the argument seem more conversational and personal.  The author uses these questions as a way to engage the reader and to invite the reader to think critically about the topic at hand.  What is the best way to describe the function of the rhetorical questions?,establish a sense of intimacy and connection with the reader.,explain the speaker’s feelings and experiences.,highlight the importance of the speaker’s message.,suggest that the speaker is addressing a large audience.,A,"The author is addressing the reader directly by using rhetorical questions. This creates a sense of intimacy and connection with the reader, which can help the reader feel more engaged with the message.",
2eaa7c85-734b-4be6-bb38-aaa07d2fa37b,English,random_id_e1,Craft and Structure,Medium,The author uses the word “pretty” to illustrate the idea that,"The author’s purpose in this passage is to show how the reader’s perception of language can change as they learn about the history of the language. The author begins by describing the many ways in which a common word, such as “pretty,” can be used differently in different contexts. Then, the author explains how the meaning of the word has changed over time. The author concludes by suggesting that the word “pretty” is a word that we need to be careful about, as it can mean many things depending on the context. What is the author’s main purpose?",language can be used in many different ways.,the meaning of words can change over time.,words are often used in a way that is different from their original meaning.,the meaning of words can be difficult to understand.,B,"The passage shows how the meaning of the word ""pretty"" has changed over time, first meaning something positive, but then meaning something negative.  The author is trying to show that words can change their meaning over time.  This is the author’s main purpose.",
24bf2598-433b-43db-a631-21f4fba998cd,English,83c6c842,Craft and Structure,Easy,The phrase “in her mother’s eyes” is used to,The author focuses on a particular aspect of the character’s personality: her relationship with her mother. How does the author describe the character’s relationship to her mother? ,demonstrate the character’s close bond with her mother.,contrast the character’s personality with her mother’s personality.,indicate the character’s desire to please her mother.,highlight the character’s sense of independence from her mother.,A,"The phrase “in her mother’s eyes” suggests that the character sees herself through her mother’s perspective, which indicates that the character has a strong bond with her mother.",
1af38c4f-7069-44f2-9f8a-957475ce3589,English,6546876b,Information and Ideas,Medium,The author uses a series of questions to help readers understand the central point of the passage because,"The author uses a series of questions to help readers understand the central point of the passage. One of the first questions is: ""Does it make sense to say that the surface of the moon may not accurately reflect early impact events?"" The author also asks: ""How would you characterize the conclusion presented in text 1?"" Finally, the author poses the following: ""Would you say that it’s possible for the moon’s surface to make a decision of any kind?"" What is the most likely reason why the author uses a series of questions to help readers understand the central point of the passage?",the author is unsure of the answer to the question and is looking for the reader’s input.,the author is trying to be humorous and to keep the reader interested.,the author is trying to make the central point of the passage more clear and accessible to the reader.,the author is trying to argue for a specific point of view and is using the questions to support that view.,C,"The author uses a series of questions to guide the reader through the central point of the passage. The questions help to clarify the central point of the passage and make it more accessible to the reader. The questions are not designed to be humorous or to get the reader’s input; they are not designed to argue for a specific point of view. Thus, the most likely reason the author uses a series of questions is to make the central point of the passage more clear and accessible to the reader.",
68fee75c-23f8-430d-96f3-fb2626d44b26,English,random_id_e5,Standard English Conventions,Hard,"The phrase ""some claim"" is most likely used to","The author of this excerpt is writing an argumentative essay about how to promote an important social cause. In the excerpt, the author states an opinion, then presents an opposing view, and finally counters that opposing view. What is the most likely reason the author includes the phrase ""some claim""?",acknowledge an opposing view.,introduce a new idea.,establish the author’s credibility.,emphasize the author’s main argument.,A,"The author uses the phrase ""some claim"" to acknowledge an opposing view. This is a common technique in argumentative writing, where the author presents a counterargument to strengthen their own position.",
4020684f-1d53-4f05-9a2e-318b57c9284c,English,e8671a2c,Information and Ideas,Medium,The passage suggests that learning a new language through songs is more effective than other methods because songs,"The article discusses a new study suggesting that the most effective way to teach young children a new language is through songs.  The author argues that songs are more effective than traditional methods of teaching new languages, such as flashcards or worksheets.  The author also argues that songs help to make learning a new language more enjoyable for children, making the process more engaging and effective.  The author concludes by suggesting that this approach could be used to teach other subjects as well. ",are less intimidating for young children than traditional methods.,are more effective at helping children remember new information.,"are more likely to be enjoyed by children, making the learning process more engaging.",help children to develop a more advanced understanding of the language.,C,"The passage states that songs make learning a new language more enjoyable for children, which makes the learning process more engaging.  This suggests that children will be more motivated and thus more likely to learn when they are engaged in the process.",
723f2d8c-36a7-4a5c-8f1e-21dd44c5c49d,English,random_id_a3,Information and Ideas,Medium,"What is the most likely reason why the writer uses the word ""you""?","The author of the passage asserts that ""the most obvious sign that the speaker is speaking directly to the reader is the use of the word 'you.'"" There are other elements of the passage that may help to make the speaker seem more immediate and personal. The speaker refers to events and places that are familiar to the reader, and the speaker uses a conversational tone throughout the passage. ",to create a sense of intimacy and connection with the reader.,to describe the speaker’s feelings and experiences.,to emphasize the importance of the speaker’s message.,to suggest that the speaker is addressing a large audience.,A,"The speaker is addressing the reader directly by using the word ""you."" This creates a sense of intimacy and connection with the reader, which can help the reader feel more engaged with the message.",
7ca26592-db30-4cb8-b7f1-5c3c3b1dbe28,English,random_id_2,Standard English Conventions,Medium,Which choice most effectively combines the sentences at the underlined portion? ,"A study of 100 students who were planning to major in science, technology, engineering, or math (STEM) fields found that students who were required to take a course in logic were more likely to graduate on time than students who were not required to take a course in logic. The students who were required to take a course in logic tended to have better critical thinking skills than those who were not required to take a course in logic.","The study found that students who were required to take a course in logic were more likely to graduate on time than students who were not required to take a course in logic, tending to have better critical thinking skills than those who were not required to take a course in logic.",The study found that students who were required to take a course in logic were more likely to graduate on time than students who were not required to take a course in logic; these students tended to have better critical thinking skills than those who were not required to take a course in logic.,"The study found that students who were required to take a course in logic were more likely to graduate on time than students who were not required to take a course in logic, and they tended to have better critical thinking skills than those who were not required to take a course in logic.",The study found that students who were required to take a course in logic were more likely to graduate on time than students who were not required to take a course in logic because they tended to have better critical thinking skills than those who were not required to take a course in logic.,C,"The most effective way to combine the sentences is to use a comma and the coordinating conjunction ""and."" This maintains the grammatical flow and makes the two sentences more cohesive. The other options are incorrect because they result in comma splices, run-on sentences, or awkward phrasing. Choice A uses a comma and a conjunction but ends with awkward phrasing. Choice B uses a semicolon, which should only be used to link two independent clauses. Choice D creates a run-on sentence.",
7fd0e0c2-dbdc-4d89-9076-27008cd9dce7,English,91a230aa,Standard English Conventions,Easy,Which sentence most effectively combines the ideas presented in the passage?,The writer wanted to explain how a new type of transportation could change the way people travel. The writer also wanted to show that the new type of transportation is a sustainable alternative to traditional modes of transportation. The writer wanted to include a detail about the impact of the new type of transportation on the environment. Which sentence most effectively combines these ideas?,"The new type of transportation is much more efficient and eco-friendly, making it a viable option for long-distance travel.","Although the new type of transportation is more expensive, it is also more sustainable than traditional modes of transportation.",The new type of transportation has the potential to revolutionize travel and promote environmental sustainability.,"The new type of transportation, which is more sustainable than traditional modes of transportation, is a good alternative for long-distance travel.",C,"Choice C is correct because it effectively combines the ideas presented in the passage. The sentence first introduces the new type of transportation and its potential to revolutionize travel. Then, it moves on to the key idea of environmental sustainability. The sentence is clear and concise, and it logically connects the ideas presented in the passage.  The other choices either focus on one idea too much or are not as clear and concise.",
22667a5a-10d6-4fbc-a6e8-11709a4f5a71,English,random_id_b3,Standard English Conventions,Easy,Which choice best combines the sentences at the underlined portion so that it conforms to the conventions of Standard English?,"A new museum is opening in the city. The museum will feature works by many artists from around the world, and it will highlight the history of art in the city. The museum will also feature a cafe and a gift shop.  ","The museum, that will feature works by many artists from around the world, and it will highlight the history of art in the city, will also feature a cafe and a gift shop.","The museum, that will feature works by many artists from around the world, and it will highlight the history of art in the city, will also have a cafe and a gift shop.","The museum, which will feature works by many artists from around the world, and it will highlight the history of art in the city, will also feature a cafe and a gift shop.","The museum, which will feature works by many artists from around the world, and it will highlight the history of art in the city, will also feature a cafe and a gift shop.",D,"Choice D is the best answer because it uses the correct relative pronoun (""which"") to introduce a nonrestrictive clause that provides additional information about the museum. The other choices are incorrect because they use the incorrect relative pronoun (""that"") or create a comma splice, which is a grammatical error.",
abd92007-4801-40b6-85fc-ee6798595686,English,random_id_a1,Craft and Structure,Easy,The speaker's use of repetition in the passage serves primarily to,The author uses several rhetorical techniques in this passage to enhance the impact of the speaker’s voice. The speaker’s use of repetition is a significant technique. The writer also uses metaphor to create a deeper understanding of the speaker’s emotions and experiences. What is the primary purpose of the speaker's use of repetition in this passage?,clarify the speaker’s message by providing specific examples.,create a sense of rhythm and emphasis.,contrast the speaker’s current and past experiences.,highlight the speaker’s unique perspective.,B,"The use of repetition, such as the repeated use of the word ""so,"" creates a sense of rhythm and emphasis. This helps the reader to pay attention to the speaker's words and understand the speaker's message.",
b7629f09-f1f2-4275-9758-21b34d08ab33,English,random_id_c3,Information and Ideas,Hard,What is the main idea of the passage?,"The history of the United States is a complex and often contradictory one.  At times, the country has been a beacon of hope and progress, while at other times, it has been a source of division and conflict.  This is reflected in the many different narratives that have been told about the country’s past, some of which are more accurate than others.  The most important thing is to be aware of the different perspectives that exist and to be critical of the sources of information that we use.",The history of the United States is a complex and often contradictory one.,"The United States has been a beacon of hope and progress, but it has also been a source of division and conflict.",It is important to be aware of the different perspectives that exist and to be critical of the sources of information that we use.,The most important thing is to be critical of the sources of information that we use.,C,The passage emphasizes the importance of being aware of different perspectives and being critical of the sources of information.  This is the main idea of the passage.,
9ab6ef4b-90d8-4d54-9295-a9ee5965fa30,English,54dc6397,Craft and Structure,Hard,"In this passage, the word ""revolutionized"" suggests that",The passage is about the history of a particular product. The author uses the word “revolutionized” to describe the impact of a particular invention on the industry that created the product. How does the author’s use of the word “revolutionized” impact the meaning of the passage?,the invention had a significant and lasting effect on the industry.,the product was widely popular and successful.,the invention was complicated and difficult to understand.,the product had a simple design and was easy to use.,A,"The word ""revolutionized"" suggests that the invention had a significant and lasting effect on the industry. The invention changed the way the product was made and used. The word implies a significant shift in the industry, rather than simply an improvement.",
fbb7968a-2ffa-4d86-bc3b-07b907c3b258,English,6f54812c,Standard English Conventions,Easy,Which of the following choices correctly uses a comma to separate a nonessential clause from the rest of the sentence?,The team’s research found that people who regularly engage in physical activity report a greater sense of wellbeing than people who don’t.,"The team’s research found that people who regularly engage in physical activity, report a greater sense of wellbeing than people who don’t.","The team’s research found that people who regularly engage in physical activity, report a greater sense of wellbeing than people who don’t.","The team’s research found that people who regularly engage in physical activity report a greater sense of wellbeing, than people who don’t.","The team’s research found that people who regularly engage in physical activity report, a greater sense of wellbeing than people who don’t.",A,"A comma is used to separate a nonessential clause from the rest of the sentence. A nonessential clause is a clause that can be removed from the sentence without affecting the grammatical coherence of the sentence. In this sentence, the clause ""who regularly engage in physical activity"" is a nonessential clause because it can be removed from the sentence without affecting the grammatical coherence of the sentence. Therefore, the comma should be placed after the nonessential clause.",
44b76ea1-0fb8-4429-9726-3561281edd52,English,4f567b9c,Craft and Structure,Medium,"In the excerpt above, the author likely uses the words ""companions"" and ""shared"" to","In the following excerpt from the novel *The Rover* by Joseph Conrad, the narrator, a sailor, is reminiscing about his youth and a time when he was a young apprentice:  ""There was a time when, as a lad, I too, felt a kind of kinship with the great sea-birds that were my companions and shared my daily life—a certain instinctive sympathy with their wild, free motion.  ""The author uses the words ""companions"" and ""shared"" to emphasize a particular relationship between the narrator and the seabirds. What is the most likely reason why the author uses this word choice?",convey a sense of wonder and awe at the beauty of nature.,suggest that the narrator and the seabirds have a special bond.,emphasize the narrator’s youthful innocence and naiveté.,illustrate the narrator’s growing awareness of the natural world.,B,"The words ""companions"" and ""shared"" imply that the narrator and the seabirds have a special bond, as if they were friends or family. The author chose this word choice to help the reader understand that the narrator felt a strong connection to the seabirds.",
3da311a4-1a72-417d-af97-c8e81eaee64c,English,random_id_a8,Standard English Conventions,Medium,Which of the following revisions to the sentence above is most effective at correcting a grammatical error in the sentence? ,"The study, which was published in the journal *Nature*, found that the new drug was effective in treating a range of diseases.  The researchers also noted that the drug had a low rate of side effects.","The study, which was published in the journal *Nature*, found that the new drug was effective in treating a range of diseases. The researchers also noted that the drug had a low rate of side effects.","The study, which was published in the journal *Nature*, found that the new drug was effective in treating a range of diseases, the researchers also noted that the drug had a low rate of side effects.","The study, which was published in the journal *Nature*, found that the new drug was effective in treating a range of diseases and the researchers also noted that the drug had a low rate of side effects.","The study, which was published in the journal *Nature*, found that the new drug was effective in treating a range of diseases; the researchers also noted that the drug had a low rate of side effects.",C,"Choice C correctly uses a conjunction to combine the two independent clauses.  A comma alone is not enough to combine two independent clauses.  The semicolon in choice D is incorrect.  A semicolon can be used to combine two independent clauses if they are closely related or if the second clause explains or clarifies the first clause.  However, the two clauses in the given sentence are not closely related. Therefore, the most effective revision is choice C, which uses a conjunction to combine the two independent clauses.",
b0976e3a-606b-4ed1-9559-07383bdeb20f,English,random_id_d7,Expression of Ideas,Medium,Which of the following is the most likely reason why the writer included the detail that the speaker uses a conversational tone throughout the passage?,"The writer argues that the use of the word ""you"" in the passage is intended to create a sense of intimacy and connection with the reader. The writer supports this argument by pointing out that the speaker refers to events and places that are familiar to the reader, and that the speaker uses a conversational tone throughout the passage. However, there are other elements of the passage that may help to make the speaker seem more immediate and personal.",To show that the speaker is addressing a specific audience.,To create a sense of intimacy and connection with the reader.,To provide an example of the speaker’s style of writing.,To emphasize the speaker's point of view.,B,The writer uses the conversational tone to help create a sense of intimacy and connection with the reader. This makes the speaker seem more immediate and personal.,
